Trimestre;Sentido transacción;Ramas actividad;Código (armonización según CNAE y CNPA);Evolución trimestral del volumen de negocio (€)
2016T1;Desde España con el exterior;Selección y colocación de personal;7810;362346,98
2016T1;Desde España con el exterior;Semillas, flores, plantas y animales de compañía;4776;19217243,66
2016T1;Desde España con el exterior;Servicios auxiliares a la intermediación financiera;6610;47212762,15
2016T1;Desde España con el exterior;Servicios de  jardinería;8130;76377,48
2016T1;Desde España con el exterior;Servicios de fotografía y reprografía;7420+ 8219;1395481,07
2016T1;Desde España con el exterior;Servicios de investigación;8030;31775,7
2016T1;Desde España con el exterior;Servicios de limpieza;8121;110340,92
2016T1;Desde España con el exterior;Servicios informáticos;6209;15168079,25
2016T1;Desde España con el exterior;Servicios inmobiliarios;6820;6976537,17
2016T1;Desde España con el exterior;Servicios postales y paquetería;5310;1996818,15
2016T1;Desde España con el exterior;Servicios sanitarios;86;4638390,86
2016T1;Desde España con el exterior;Servicios sociales;88;302779,16
2016T1;Desde España con el exterior;Servicios veterinarios;75;44639,8
2016T1;Desde España con el exterior;Suscripción canales tv;6020;70191917,17
2016T1;Desde España con el exterior;Transporte aéreo;5110;337338511,89
2016T1;Desde España con el exterior;Transporte marítimo;5010;2848933,46
2016T1;Desde España con el exterior;Transporte terrestre de mercancias;4941;567519,83
2016T1;Desde España con el exterior;Transporte terrestre de viajeros;4931 +4933 + 4939;18042275,06
2016T1;Desde España con el exterior;Vehículos de motor;4511;1735857,68
2016T1;Desde España con el exterior;Ventas genéricas por internet;4791;694,04
2016T2;Dentro de España;Actividades anexas al transporte;5221 + 5223;13348981,01
2016T2;Dentro de España;Actividades cinematográficas y de vídeo;5917 + 7722;15667780,42
2016T2;Dentro de España;Actividades deportivas y recreativas;93;20665325,97
2016T2;Dentro de España;Administración pública, impuestos y seg. Social;8411;167403729,24
2016T2;Dentro de España;Agencias de viajes y operadores turísticos;7911 + 7912;451885217,49
2016T2;Dentro de España;Alquiler de aeronaves;7735;118110,19
2016T2;Dentro de España;Alquiler de automóviles;7711;17302245
2016T2;Dentro de España;Alquiler de efectos personales y enseres domésticos;7729;0
2016T2;Dentro de España;Alquiler de medios de navegación;7734;584160,13
2016T2;Dentro de España;Arquitectura e ingeniería;7111;3110110,48
2016T2;Dentro de España;Artículos de regalo;4778;33620642,01
2016T2;Dentro de España;Artículos médicos y ortopédicos;4774;0
2016T2;Dentro de España;Asociacionismo y beneficencia;94;10213836,26
2016T2;Dentro de España;Bebidas;4725;354538,48
2016T2;Dentro de España;Bibliotecas, museos y patrimonio cultural;91;4698492,87
2016T2;Dentro de España;Bienes de segunda mano;4779;0
2016T2;Dentro de España;Calzado y artículos de cuero;4772;15850559,19
2016T2;Dentro de España;Carburantes para automoción;4730;2606825,93
2016T2;Dentro de España;Componentes y equipos electrónicos;4652;0
2016T2;Dentro de España;Construcción de inmuebles y obras de ingeniería civil;41;0
2016T2;Dentro de España;Descargas de aplicaciones y contenidos y otros servicios de gestión;6312 + 6920;0
2016T2;Dentro de España;Discos, libros, periódicos y papelería;4761 + 4763;26587252,78
2016T2;Dentro de España;Educación;85;36904206,45
2016T2;Dentro de España;Electrodomésticos,  imagen y sonido;4743+4754;140884221,26
2016T2;Dentro de España;Energía eléctrica, gas, vapor y aire acondicionado;35;2133375,69
2016T2;Dentro de España;Ensayos y análisis técnicos;7120;0
2016T2;Dentro de España;Equipos de telecomunicaciones y recargas telefónicas;61 + 4742;44378705,08
2016T2;Dentro de España;Equipos y mobiliario de oficina;4665+4666;0
2016T2;Dentro de España;Espectáculos artísticos, deportivos y recreativos;90 + 7990;166716355,06
2016T2;Dentro de España;Ferretería, pinturas y vidrio;4674 + 4752;15893547,51
2016T2;Dentro de España;Floristerías;4622;0
2016T2;Dentro de España;Galerías de arte comerciales;470069;13130942,29
2016T2;Dentro de España;Grandes almacenes;4719;37475158,95
2016T2;Dentro de España;Hipermercados, supermercados y tiendas de alimentación;4711;93486073,93
2016T2;Dentro de España;Hoteles  y alojamientos similares;5510;31356239,91
2016T2;Dentro de España;Instalaciones de edificios y obras;43;0
2016T2;Dentro de España;Intermediación financiera;6419 + 6619;66713720,75
2016T2;Dentro de España;Intermediarios de comercio;4617;0
2016T2;Dentro de España;Juegos de azar y apuestas;92;55805512
2016T2;Dentro de España;Juguetes y artículos de deporte;4764 + 4765;32431649,04
2016T2;Dentro de España;Lavanderías y tintorerías;9601;34934,18
2016T2;Dentro de España;Madera, materiales de construcción y aparatos sanitarios;4673;0
2016T2;Dentro de España;Manipulación y depósito de mercancías;5224 + 5210;0
2016T2;Dentro de España;Mantenimiento físico corporal;9604;1267098,47
2016T2;Dentro de España;Mantenimiento y  reparación de vehículos de motor;4520;5812687,6
2016T2;Dentro de España;Marketing directo;4799;93847306,67
2016T2;Dentro de España;Materias primas y productos semielaborados;4676;0
2016T2;Dentro de España;Metales y minerales metálicos;4672;0
2016T2;Dentro de España;Muebles, iluminación y hogar;4753 + 4759;17509755,52
2016T2;Dentro de España;Óptica, fotografía y precisión;470083;8978449,18
2016T2;Dentro de España;Ordenadores y programas informáticos;4651 + 4741;13744371,44
2016T2;Dentro de España;Otra reparación;9529;0
2016T2;Dentro de España;Otro comercio especializado en alimentación;4729;11710997,64
2016T2;Dentro de España;Otro comercio no especializado;4690;0
2016T2;Dentro de España;Otros;-;26295112,94
2016T2;Dentro de España;Otros artículos de uso doméstico;4649;0
2016T2;Dentro de España;Otros servicios personales;9609;621506,16
2016T2;Dentro de España;Panadería, confitería y pastelería;4724;238610,46
2016T2;Dentro de España;Parques de atracciones y parques temáticos;9321;3922844,47
2016T2;Dentro de España;Peluquería y tratamientos de belleza;9602;4417155,38
2016T2;Dentro de España;Perfumería, cosméticos y artículos de tocador;4775;40025323,34
2016T2;Dentro de España;Pompas fúnebres;9603;209927,46
2016T2;Dentro de España;Prendas de vestir;4771;114174783,41
2016T2;Dentro de España;Productos de tabaco;4726;37646,4
2016T2;Dentro de España;Productos farmacéuticos;4646 + 4773;26281033,19
2016T2;Dentro de España;Productos químicos;4675;0
2016T2;Dentro de España;Publicidad;7311;49686403,23
2016T2;Dentro de España;Relojería, joyería y platería;4648+ 4777;2911175,06
2016T2;Dentro de España;Reparación de aparatos domésticos eléctricos;9521;0
2016T2;Dentro de España;Reparación de calzado y otros artículos de cuero;9523;29476,14
2016T2;Dentro de España;Repuestos y accesorios de vehículos de motor;4532;13553061,98
2016T2;Dentro de España;Restaurantes;5610;31129315,27
2016T2;Dentro de España;Seguros y planes de pensiones;6512;40196554,25
2016T2;Dentro de España;Selección y colocación de personal;7810;0
2016T2;Dentro de España;Semillas, flores, plantas y animales de compañía;4776;12651582,09
2016T2;Dentro de España;Servicios auxiliares a la intermediación financiera;6610;310262,81
2016T2;Dentro de España;Servicios de  jardinería;8130;0
2016T2;Dentro de España;Servicios de fotografía y reprografía;7420+ 8219;196152,34
2016T2;Dentro de España;Servicios de investigación;8030;0
2016T2;Dentro de España;Servicios de limpieza;8121;0
2016T2;Dentro de España;Servicios informáticos;6209;0
2016T2;Dentro de España;Servicios inmobiliarios;6820;2954519,62
2016T2;Dentro de España;Servicios postales y paquetería;5310;70886,98
2016T2;Dentro de España;Servicios sanitarios;86;3062365,27
2016T2;Dentro de España;Servicios sociales;88;0
2016T2;Dentro de España;Servicios veterinarios;75;135183,31
2016T2;Dentro de España;Suscripción canales tv;6020;1960213,21
2016T2;Dentro de España;Transporte aéreo;5110;184987455,53
2016T2;Dentro de España;Transporte marítimo;5010;7639933,96
2016T2;Dentro de España;Transporte terrestre de mercancias;4941;1188536,67
2016T2;Dentro de España;Transporte terrestre de viajeros;4931 +4933 + 4939;212333988,29
2016T2;Dentro de España;Vehículos de motor;4511;0
2016T2;Dentro de España;Ventas genéricas por internet;4791;4118153,21
2016T2;Desde el exterior con España;Actividades anexas al transporte;5221 + 5223;1013835,28
2016T2;Desde el exterior con España;Actividades cinematográficas y de vídeo;5917 + 7722;4408475,13
2016T2;Desde el exterior con España;Actividades deportivas y recreativas;93;2259334,09
2016T2;Desde el exterior con España;Administración pública, impuestos y seg. Social;8411;8225853,59
2016T2;Desde el exterior con España;Agencias de viajes y operadores turísticos;7911 + 7912;283233795,55
2016T2;Desde el exterior con España;Alquiler de aeronaves;7735;35635
2016T2;Desde el exterior con España;Alquiler de automóviles;7711;41758381,48
2016T2;Desde el exterior con España;Alquiler de efectos personales y enseres domésticos;7729;0
2016T2;Desde el exterior con España;Alquiler de medios de navegación;7734;777861,34
2016T2;Desde el exterior con España;Arquitectura e ingeniería;7111;343414,63
2016T2;Desde el exterior con España;Artículos de regalo;4778;8159168,42
2016T2;Desde el exterior con España;Artículos médicos y ortopédicos;4774;0
2016T2;Desde el exterior con España;Asociacionismo y beneficencia;94;14021487,05
2016T2;Desde el exterior con España;Bebidas;4725;157203,81
2016T2;Desde el exterior con España;Bibliotecas, museos y patrimonio cultural;91;3713288,31
2016T2;Desde el exterior con España;Bienes de segunda mano;4779;0
2016T2;Desde el exterior con España;Calzado y artículos de cuero;4772;5097219,28
2016T2;Desde el exterior con España;Carburantes para automoción;4730;170373,35
2016T2;Desde el exterior con España;Componentes y equipos electrónicos;4652;0
2016T2;Desde el exterior con España;Construcción de inmuebles y obras de ingeniería civil;41;0
2016T2;Desde el exterior con España;Descargas de aplicaciones y contenidos y otros servicios de gestión;6312 + 6920;0
2016T2;Desde el exterior con España;Discos, libros, periódicos y papelería;4761 + 4763;2793700,92
2016T2;Desde el exterior con España;Educación;85;20954746,98
2016T2;Desde el exterior con España;Electrodomésticos,  imagen y sonido;4743+4754;8708840,2
2016T2;Desde el exterior con España;Energía eléctrica, gas, vapor y aire acondicionado;35;137742,32
2016T2;Desde el exterior con España;Ensayos y análisis técnicos;7120;0
2016T2;Desde el exterior con España;Equipos de telecomunicaciones y recargas telefónicas;61 + 4742;3245411,57
2016T2;Desde el exterior con España;Equipos y mobiliario de oficina;4665+4666;0
2016T2;Desde el exterior con España;Espectáculos artísticos, deportivos y recreativos;90 + 7990;34331724,39
2016T2;Desde el exterior con España;Ferretería, pinturas y vidrio;4674 + 4752;3241729,59
2016T2;Desde el exterior con España;Floristerías;4622;0
2016T2;Desde el exterior con España;Galerías de arte comerciales;470069;4928153,2
2016T2;Desde el exterior con España;Grandes almacenes;4719;2818044,87
2016T2;Desde el exterior con España;Hipermercados, supermercados y tiendas de alimentación;4711;6150893,27
2016T2;Desde el exterior con España;Hoteles  y alojamientos similares;5510;70206741,87
2016T2;Desde el exterior con España;Instalaciones de edificios y obras;43;0
2016T2;Desde el exterior con España;Intermediación financiera;6419 + 6619;3015778,13
2016T2;Desde el exterior con España;Intermediarios de comercio;4617;0
2016T2;Desde el exterior con España;Juegos de azar y apuestas;92;4176607,25
2016T2;Desde el exterior con España;Juguetes y artículos de deporte;4764 + 4765;6901614,99
2016T2;Desde el exterior con España;Lavanderías y tintorerías;9601;3635,51
2016T2;Desde el exterior con España;Madera, materiales de construcción y aparatos sanitarios;4673;0
2016T2;Desde el exterior con España;Manipulación y depósito de mercancías;5224 + 5210;0
2016T2;Desde el exterior con España;Mantenimiento físico corporal;9604;68227,58
2016T2;Desde el exterior con España;Mantenimiento y  reparación de vehículos de motor;4520;491417,03
2016T2;Desde el exterior con España;Marketing directo;4799;21649240,76
2016T2;Desde el exterior con España;Materias primas y productos semielaborados;4676;0
2016T2;Desde el exterior con España;Metales y minerales metálicos;4672;0
2016T2;Desde el exterior con España;Muebles, iluminación y hogar;4753 + 4759;2849997,41
2016T2;Desde el exterior con España;Óptica, fotografía y precisión;470083;2164756,63
2016T2;Desde el exterior con España;Ordenadores y programas informáticos;4651 + 4741;2319295,61
2016T2;Desde el exterior con España;Otra reparación;9529;0
2016T2;Desde el exterior con España;Otro comercio especializado en alimentación;4729;577759,28
2016T2;Desde el exterior con España;Otro comercio no especializado;4690;0
2016T2;Desde el exterior con España;Otros;-;11934714,03
2016T2;Desde el exterior con España;Otros artículos de uso doméstico;4649;0
2016T2;Desde el exterior con España;Otros servicios personales;9609;5627388,03
2016T2;Desde el exterior con España;Panadería, confitería y pastelería;4724;24769,3
2016T2;Desde el exterior con España;Parques de atracciones y parques temáticos;9321;2785243,27
2016T2;Desde el exterior con España;Peluquería y tratamientos de belleza;9602;396890,74
2016T2;Desde el exterior con España;Perfumería, cosméticos y artículos de tocador;4775;4200390,45
2016T2;Desde el exterior con España;Pompas fúnebres;9603;9080,03
2016T2;Desde el exterior con España;Prendas de vestir;4771;46716587,73
2016T2;Desde el exterior con España;Productos de tabaco;4726;301543,04
2016T2;Desde el exterior con España;Productos farmacéuticos;4646 + 4773;2590991,69
2016T2;Desde el exterior con España;Productos químicos;4675;0
2016T2;Desde el exterior con España;Publicidad;7311;24643599,61
2016T2;Desde el exterior con España;Relojería, joyería y platería;4648+ 4777;781479,56
2016T2;Desde el exterior con España;Reparación de aparatos domésticos eléctricos;9521;0
2016T2;Desde el exterior con España;Reparación de calzado y otros artículos de cuero;9523;763,65
2016T2;Desde el exterior con España;Repuestos y accesorios de vehículos de motor;4532;3756759,13
2016T2;Desde el exterior con España;Restaurantes;5610;2236516,24
2016T2;Desde el exterior con España;Seguros y planes de pensiones;6512;2226036,88
2016T2;Desde el exterior con España;Selección y colocación de personal;7810;0
2016T2;Desde el exterior con España;Semillas, flores, plantas y animales de compañía;4776;6128717,2
2016T2;Desde el exterior con España;Servicios auxiliares a la intermediación financiera;6610;34606,07
2016T2;Desde el exterior con España;Servicios de  jardinería;8130;0
2016T2;Desde el exterior con España;Servicios de fotografía y reprografía;7420+ 8219;0
2016T2;Desde el exterior con España;Servicios de investigación;8030;0
2016T2;Desde el exterior con España;Servicios de limpieza;8121;0
2016T2;Desde el exterior con España;Servicios informáticos;6209;0
2016T2;Desde el exterior con España;Servicios inmobiliarios;6820;13724567,86
2016T2;Desde el exterior con España;Servicios postales y paquetería;5310;22541,13
2016T2;Desde el exterior con España;Servicios sanitarios;86;2301622,45
2016T2;Desde el exterior con España;Servicios sociales;88;0
2016T2;Desde el exterior con España;Servicios veterinarios;75;9628,25
2016T2;Desde el exterior con España;Suscripción canales tv;6020;1194615,84
2016T2;Desde el exterior con España;Transporte aéreo;5110;210159476,08
2016T2;Desde el exterior con España;Transporte marítimo;5010;1388770,88
2016T2;Desde el exterior con España;Transporte terrestre de mercancias;4941;452248,72
2016T2;Desde el exterior con España;Transporte terrestre de viajeros;4931 +4933 + 4939;20404418,41
2016T2;Desde el exterior con España;Vehículos de motor;4511;0
2016T2;Desde el exterior con España;Ventas genéricas por internet;4791;158865,32
2016T2;Desde España con el exterior;Actividades anexas al transporte;5221 + 5223;19916235,36
2016T2;Desde España con el exterior;Actividades cinematográficas y de vídeo;5917 + 7722;18734963,21
2016T2;Desde España con el exterior;Actividades deportivas y recreativas;93;2020382,04
2016T2;Desde España con el exterior;Administración pública, impuestos y seg. Social;8411;12564662,47
2016T2;Desde España con el exterior;Agencias de viajes y operadores turísticos;7911 + 7912;191650336,25
2016T2;Desde España con el exterior;Alquiler de aeronaves;7735;31036,85
2016T2;Desde España con el exterior;Alquiler de automóviles;7711;39479231,2
2016T2;Desde España con el exterior;Alquiler de efectos personales y enseres domésticos;7729;14103,37
2016T2;Desde España con el exterior;Alquiler de medios de navegación;7734;602693,54
2016T2;Desde España con el exterior;Arquitectura e ingeniería;7111;191542,29
2016T2;Desde España con el exterior;Artículos de regalo;4778;6500166,74
2016T2;Desde España con el exterior;Artículos médicos y ortopédicos;4774;119031,94
2016T2;Desde España con el exterior;Asociacionismo y beneficencia;94;8365118,11
2016T2;Desde España con el exterior;Bebidas;4725;2321979,85
2016T2;Desde España con el exterior;Bibliotecas, museos y patrimonio cultural;91;5267784,23
2016T2;Desde España con el exterior;Bienes de segunda mano;4779;8106793,57
2016T2;Desde España con el exterior;Calzado y artículos de cuero;4772;40996292,7
2016T2;Desde España con el exterior;Carburantes para automoción;4730;455421,54
2016T2;Desde España con el exterior;Componentes y equipos electrónicos;4652;3450773,4
2016T2;Desde España con el exterior;Construcción de inmuebles y obras de ingeniería civil;41;88474,08
2016T2;Desde España con el exterior;Descargas de aplicaciones y contenidos y otros servicios de gestión;6312 + 6920;62759156,5
2016T2;Desde España con el exterior;Discos, libros, periódicos y papelería;4761 + 4763;56329767,89
2016T2;Desde España con el exterior;Educación;85;27945920,81
2016T2;Desde España con el exterior;Electrodomésticos,  imagen y sonido;4743+4754;13702013,91
2016T2;Desde España con el exterior;Energía eléctrica, gas, vapor y aire acondicionado;35;763892,26
2016T2;Desde España con el exterior;Ensayos y análisis técnicos;7120;161462,53
2016T2;Desde España con el exterior;Equipos de telecomunicaciones y recargas telefónicas;61 + 4742;32226051,66
2016T2;Desde España con el exterior;Equipos y mobiliario de oficina;4665+4666;760450,6
2016T2;Desde España con el exterior;Espectáculos artísticos, deportivos y recreativos;90 + 7990;31713784,75
2016T2;Desde España con el exterior;Ferretería, pinturas y vidrio;4674 + 4752;6037224,34
2016T2;Desde España con el exterior;Floristerías;4622;76292,62
2016T2;Desde España con el exterior;Galerías de arte comerciales;470069;7923917,64
2016T2;Desde España con el exterior;Grandes almacenes;4719;10676765,34
2016T2;Desde España con el exterior;Hipermercados, supermercados y tiendas de alimentación;4711;31648269,57
2016T2;Desde España con el exterior;Hoteles  y alojamientos similares;5510;98009839,37
2016T2;Desde España con el exterior;Instalaciones de edificios y obras;43;788871,19
2016T2;Desde España con el exterior;Intermediación financiera;6419 + 6619;10356773,99
2016T2;Desde España con el exterior;Intermediarios de comercio;4617;7712722,38
2016T2;Desde España con el exterior;Juegos de azar y apuestas;92;133175354,64
2016T2;Desde España con el exterior;Juguetes y artículos de deporte;4764 + 4765;20279038,79
2016T2;Desde España con el exterior;Lavanderías y tintorerías;9601;25770,92
2016T2;Desde España con el exterior;Madera, materiales de construcción y aparatos sanitarios;4673;54276,23
2016T2;Desde España con el exterior;Manipulación y depósito de mercancías;5224 + 5210;64086,29
2016T2;Desde España con el exterior;Mantenimiento físico corporal;9604;835704,12
2016T2;Desde España con el exterior;Mantenimiento y  reparación de vehículos de motor;4520;1083429,72
2016T2;Desde España con el exterior;Marketing directo;4799;189045647,12
2016T2;Desde España con el exterior;Materias primas y productos semielaborados;4676;668427,84
2016T2;Desde España con el exterior;Metales y minerales metálicos;4672;14858,23
2016T2;Desde España con el exterior;Muebles, iluminación y hogar;4753 + 4759;5342905,05
2016T2;Desde España con el exterior;Óptica, fotografía y precisión;470083;13028264,95
2016T2;Desde España con el exterior;Ordenadores y programas informáticos;4651 + 4741;44457466,74
2016T2;Desde España con el exterior;Otra reparación;9529;8816749,07
2016T2;Desde España con el exterior;Otro comercio especializado en alimentación;4729;3425,5
2016T2;Desde España con el exterior;Otro comercio no especializado;4690;9492874,81
2016T2;Desde España con el exterior;Otros;-;484217340,76
2016T2;Desde España con el exterior;Otros artículos de uso doméstico;4649;561692,2
2016T2;Desde España con el exterior;Otros servicios personales;9609;3541725,95
2016T2;Desde España con el exterior;Panadería, confitería y pastelería;4724;24318,57
2016T2;Desde España con el exterior;Parques de atracciones y parques temáticos;9321;802976,78
2016T2;Desde España con el exterior;Peluquería y tratamientos de belleza;9602;368431,74
2016T2;Desde España con el exterior;Perfumería, cosméticos y artículos de tocador;4775;16366746,24
2016T2;Desde España con el exterior;Pompas fúnebres;9603;1266,55
2016T2;Desde España con el exterior;Prendas de vestir;4771;170615374,41
2016T2;Desde España con el exterior;Productos de tabaco;4726;256071,62
2016T2;Desde España con el exterior;Productos farmacéuticos;4646 + 4773;5161156,66
2016T2;Desde España con el exterior;Productos químicos;4675;6688987
2016T2;Desde España con el exterior;Publicidad;7311;21231570,18
2016T2;Desde España con el exterior;Relojería, joyería y platería;4648+ 4777;3868263,32
2016T2;Desde España con el exterior;Reparación de aparatos domésticos eléctricos;9521;662538,71
2016T2;Desde España con el exterior;Reparación de calzado y otros artículos de cuero;9523;3015,7
2016T2;Desde España con el exterior;Repuestos y accesorios de vehículos de motor;4532;25262491,34
2016T2;Desde España con el exterior;Restaurantes;5610;3936159,3
2016T2;Desde España con el exterior;Seguros y planes de pensiones;6512;5141828,44
2016T2;Desde España con el exterior;Selección y colocación de personal;7810;617951,38
2016T2;Desde España con el exterior;Semillas, flores, plantas y animales de compañía;4776;21845024,94
2016T2;Desde España con el exterior;Servicios auxiliares a la intermediación financiera;6610;68546723,61
2016T2;Desde España con el exterior;Servicios de  jardinería;8130;91733,77
2016T2;Desde España con el exterior;Servicios de fotografía y reprografía;7420+ 8219;2112796,45
2016T2;Desde España con el exterior;Servicios de investigación;8030;38226,59
2016T2;Desde España con el exterior;Servicios de limpieza;8121;110938,58
2016T2;Desde España con el exterior;Servicios informáticos;6209;18063490,37
2016T2;Desde España con el exterior;Servicios inmobiliarios;6820;9453224,62
2016T2;Desde España con el exterior;Servicios postales y paquetería;5310;2521347,79
2016T2;Desde España con el exterior;Servicios sanitarios;86;5193948,4
2016T2;Desde España con el exterior;Servicios sociales;88;298456,1
2016T2;Desde España con el exterior;Servicios veterinarios;75;69102,03
2016T2;Desde España con el exterior;Suscripción canales tv;6020;82376321,65
2016T2;Desde España con el exterior;Transporte aéreo;5110;374114153,63
2016T2;Desde España con el exterior;Transporte marítimo;5010;5249005,73
2016T2;Desde España con el exterior;Transporte terrestre de mercancias;4941;383091
2016T2;Desde España con el exterior;Transporte terrestre de viajeros;4931 +4933 + 4939;19946703,95
2016T2;Desde España con el exterior;Vehículos de motor;4511;2457127,63
2016T2;Desde España con el exterior;Ventas genéricas por internet;4791;941,68
2016T3;Dentro de España;Actividades anexas al transporte;5221 + 5223;12295523,16
2016T3;Dentro de España;Actividades cinematográficas y de vídeo;5917 + 7722;15516238,62
2016T3;Dentro de España;Actividades deportivas y recreativas;93;25137693,06
2016T3;Dentro de España;Administración pública, impuestos y seg. Social;8411;153892579,35
2016T3;Dentro de España;Agencias de viajes y operadores turísticos;7911 + 7912;536072316,27
2016T3;Dentro de España;Alquiler de aeronaves;7735;171633,65
2016T3;Dentro de España;Alquiler de automóviles;7711;18751069,56
2016T3;Dentro de España;Alquiler de efectos personales y enseres domésticos;7729;0
2016T3;Dentro de España;Alquiler de medios de navegación;7734;1132529,53
2016T3;Dentro de España;Arquitectura e ingeniería;7111;2807643,88
2016T3;Dentro de España;Artículos de regalo;4778;35438764,96
2016T3;Dentro de España;Artículos médicos y ortopédicos;4774;0
2016T3;Dentro de España;Asociacionismo y beneficencia;94;9434229,21
2016T3;Dentro de España;Bebidas;4725;354876,44
2016T3;Dentro de España;Bibliotecas, museos y patrimonio cultural;91;6563936,18
2016T3;Dentro de España;Bienes de segunda mano;4779;0
2016T3;Dentro de España;Calzado y artículos de cuero;4772;15052308,53
2016T3;Dentro de España;Carburantes para automoción;4730;2377124,58
2016T3;Dentro de España;Componentes y equipos electrónicos;4652;0
2016T3;Dentro de España;Construcción de inmuebles y obras de ingeniería civil;41;0
2016T3;Dentro de España;Descargas de aplicaciones y contenidos y otros servicios de gestión;6312 + 6920;15
2016T3;Dentro de España;Discos, libros, periódicos y papelería;4761 + 4763;49526052,35
2016T3;Dentro de España;Educación;85;70125782,58
2016T3;Dentro de España;Electrodomésticos,  imagen y sonido;4743+4754;156102125,62
2016T3;Dentro de España;Energía eléctrica, gas, vapor y aire acondicionado;35;2583582,37
2016T3;Dentro de España;Ensayos y análisis técnicos;7120;0
2016T3;Dentro de España;Equipos de telecomunicaciones y recargas telefónicas;61 + 4742;43636178,82
2016T3;Dentro de España;Equipos y mobiliario de oficina;4665+4666;0
2016T3;Dentro de España;Espectáculos artísticos, deportivos y recreativos;90 + 7990;186770257,74
2016T3;Dentro de España;Ferretería, pinturas y vidrio;4674 + 4752;14735421,51
2016T3;Dentro de España;Floristerías;4622;0
2016T3;Dentro de España;Galerías de arte comerciales;470069;13058200,4
2016T3;Dentro de España;Grandes almacenes;4719;34992390,58
2016T3;Dentro de España;Hipermercados, supermercados y tiendas de alimentación;4711;86416459,43
2016T3;Dentro de España;Hoteles  y alojamientos similares;5510;31306286,95
2016T3;Dentro de España;Instalaciones de edificios y obras;43;0
2016T3;Dentro de España;Intermediación financiera;6419 + 6619;45699653,12
2016T3;Dentro de España;Intermediarios de comercio;4617;0
2016T3;Dentro de España;Juegos de azar y apuestas;92;56048200,46
2016T3;Dentro de España;Juguetes y artículos de deporte;4764 + 4765;32483755,02
2016T3;Dentro de España;Lavanderías y tintorerías;9601;10916,29
2016T3;Dentro de España;Madera, materiales de construcción y aparatos sanitarios;4673;0
2016T3;Dentro de España;Manipulación y depósito de mercancías;5224 + 5210;0
2016T3;Dentro de España;Mantenimiento físico corporal;9604;1330572,52
2016T3;Dentro de España;Mantenimiento y  reparación de vehículos de motor;4520;5741113,16
2016T3;Dentro de España;Marketing directo;4799;69942659,69
2016T3;Dentro de España;Materias primas y productos semielaborados;4676;0
2016T3;Dentro de España;Metales y minerales metálicos;4672;0
2016T3;Dentro de España;Muebles, iluminación y hogar;4753 + 4759;16324510,24
2016T3;Dentro de España;Óptica, fotografía y precisión;470083;8899653,78
2016T3;Dentro de España;Ordenadores y programas informáticos;4651 + 4741;11780537,07
2016T3;Dentro de España;Otra reparación;9529;0
2016T3;Dentro de España;Otro comercio especializado en alimentación;4729;11281567,53
2016T3;Dentro de España;Otro comercio no especializado;4690;0
2016T3;Dentro de España;Otros;-;26422672,12
2016T3;Dentro de España;Otros artículos de uso doméstico;4649;0
2016T3;Dentro de España;Otros servicios personales;9609;628248,03
2016T3;Dentro de España;Panadería, confitería y pastelería;4724;166575,31
2016T3;Dentro de España;Parques de atracciones y parques temáticos;9321;6981046,96
2016T3;Dentro de España;Peluquería y tratamientos de belleza;9602;4311832,54
2016T3;Dentro de España;Perfumería, cosméticos y artículos de tocador;4775;35720257,54
2016T3;Dentro de España;Pompas fúnebres;9603;215168,22
2016T3;Dentro de España;Prendas de vestir;4771;103942451,56
2016T3;Dentro de España;Productos de tabaco;4726;28726,56
2016T3;Dentro de España;Productos farmacéuticos;4646 + 4773;25328967,83
2016T3;Dentro de España;Productos químicos;4675;0
2016T3;Dentro de España;Publicidad;7311;52867336,25
2016T3;Dentro de España;Relojería, joyería y platería;4648+ 4777;2616203,74
2016T3;Dentro de España;Reparación de aparatos domésticos eléctricos;9521;0
2016T3;Dentro de España;Reparación de calzado y otros artículos de cuero;9523;22193,63
2016T3;Dentro de España;Repuestos y accesorios de vehículos de motor;4532;13700608,51
2016T3;Dentro de España;Restaurantes;5610;29347949,51
2016T3;Dentro de España;Seguros y planes de pensiones;6512;52615089,92
2016T3;Dentro de España;Selección y colocación de personal;7810;0
2016T3;Dentro de España;Semillas, flores, plantas y animales de compañía;4776;10772929,13
2016T3;Dentro de España;Servicios auxiliares a la intermediación financiera;6610;756326,07
2016T3;Dentro de España;Servicios de  jardinería;8130;0
2016T3;Dentro de España;Servicios de fotografía y reprografía;7420+ 8219;164599,05
2016T3;Dentro de España;Servicios de investigación;8030;0
2016T3;Dentro de España;Servicios de limpieza;8121;0
2016T3;Dentro de España;Servicios informáticos;6209;0
2016T3;Dentro de España;Servicios inmobiliarios;6820;2710739,02
2016T3;Dentro de España;Servicios postales y paquetería;5310;122561,58
2016T3;Dentro de España;Servicios sanitarios;86;2940385,25
2016T3;Dentro de España;Servicios sociales;88;0
2016T3;Dentro de España;Servicios veterinarios;75;128920,93
2016T3;Dentro de España;Suscripción canales tv;6020;3250358,02
2016T3;Dentro de España;Transporte aéreo;5110;153664456,35
2016T3;Dentro de España;Transporte marítimo;5010;11209113,88
2016T3;Dentro de España;Transporte terrestre de mercancias;4941;1380329,56
2016T3;Dentro de España;Transporte terrestre de viajeros;4931 +4933 + 4939;221947757,44
2016T3;Dentro de España;Vehículos de motor;4511;0
